Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","108","Kazakhstan","5510","Production","1717","Cereals, primary","2018","2018","t","20196033.6","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5312","Area harvested","1717","Cereals, primary","2019","2019","ha","15157457","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5412","Yield","1717","Cereals, primary","2019","2019","kg/ha","1155.2","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5510","Production","1717","Cereals, primary","2019","2019","t","17509767.93","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5312","Area harvested","1717","Cereals, primary","2020","2020","ha","15649544","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5412","Yield","1717","Cereals, primary","2020","2020","kg/ha","1287.7","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5510","Production","1717","Cereals, primary","2020","2020","t","20152658.33","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5312","Area harvested","1717","Cereals, primary","2021","2021","ha","15785574","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5412","Yield","1717","Cereals, primary","2021","2021","kg/ha","1048.8","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5510","Production","1717","Cereals, primary","2021","2021","t","16556388.1","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5312","Area harvested","1717","Cereals, primary","2022","2022","ha","16004351","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5412","Yield","1717","Cereals, primary","2022","2022","kg/ha","1377.2","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5510","Production","1717","Cereals, primary","2022","2022","t","22040639.83","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5312","Area harvested","1717","Cereals, primary","2023","2023","ha","16466249","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5412","Yield","1717","Cereals, primary","2023","2023","kg/ha","1037.4","A","Official figure",""
"QCL","Crops and livestock products","108","Kazakhstan","5510","Production","1717","Cereals, primary","2023","2023","t","17081437.58","A","Official figure",""
